,DAS,TT_rape,Plant,Eabs
1462,40,654.3499999999999,22,3.754919646281
1463,40,654.3499999999999,23,5.756563824376999
1464,40,654.3499999999999,24,6.337111967244999
1465,40,654.3499999999999,25,6.143123677086
1466,40,654.3499999999999,26,6.365046268433
1467,40,654.3499999999999,27,7.735513285387
1468,40,654.3499999999999,28,5.9774896907979995
1469,40,654.3499999999999,29,5.837809903358999
1470,40,654.3499999999999,30,6.121522406046
1471,40,654.3499999999999,31,8.123334825455
1472,40,654.3499999999999,32,7.152671701185001
1473,40,654.3499999999999,33,6.500705696719001
1474,40,654.3499999999999,34,4.7081706656960005
1475,40,654.3499999999999,35,7.126721339512999
1476,41,667.05,0,3.0372608134059997
1477,41,667.05,1,5.004916815144999
1478,41,667.05,2,3.722478590229
1479,41,667.05,3,3.75870201327
1480,41,667.05,4,3.2155216714970005
1481,41,667.05,5,3.514760768446
1482,41,667.05,6,4.42619276492
1483,41,667.05,7,4.089732258124
1484,41,667.05,8,3.6038788903639998
1485,41,667.05,9,5.385981352242999
1486,41,667.05,10,4.280779999494
1487,41,667.05,11,4.616671426951
1488,41,667.05,12,4.649518794495
1489,41,667.05,13,4.121307509525999
1490,41,667.05,14,4.7322091772190005
1491,41,667.05,15,3.750675161922
1492,41,667.05,16,2.95878743348
1493,41,667.05,17,3.3345243147640002
1494,41,667.05,18,4.345757617710001
1495,41,667.05,19,4.525664124476
1496,41,667.05,20,4.23886820503
1497,41,667.05,21,3.482074495469
1498,41,667.05,22,2.574363379446
1499,41,667.05,23,4.268092368803
1500,41,667.05,24,4.046251799048
1501,41,667.05,25,3.757680957678
1502,41,667.05,26,4.416033623267
1503,41,667.05,27,5.147233360763
1504,41,667.05,28,4.467241414655001
1505,41,667.05,29,3.922489632108
1506,41,667.05,30,3.288061048568
1507,41,667.05,31,5.434037501953
1508,41,667.05,32,4.557508284281999
1509,41,667.05,33,4.847754147192
1510,41,667.05,34,4.072372129545999
1511,41,667.05,35,4.923454723996999
1512,42,679.1999999999999,0,2.69167666084
1513,42,679.1999999999999,1,4.430362026378
1514,42,679.1999999999999,2,3.2255660408140003
1515,42,679.1999999999999,3,3.3388449280479997
1516,42,679.1999999999999,4,2.817602108514
1517,42,679.1999999999999,5,3.0648491170130003
1518,42,679.1999999999999,6,3.87104703323
1519,42,679.1999999999999,7,3.6255682294790006
1520,42,679.1999999999999,8,3.1760067696060004
1521,42,679.1999999999999,9,4.775866991779001
1522,42,679.1999999999999,10,3.778192303206
1523,42,679.1999999999999,11,4.044467076695001
1524,42,679.1999999999999,12,4.120049072158
1525,42,679.1999999999999,13,3.667049316491
1526,42,679.1999999999999,14,4.203496935952
1527,42,679.1999999999999,15,3.2775842558089994
1528,42,679.1999999999999,16,2.593748813891
1529,42,679.1999999999999,17,2.9470205159199994
1530,42,679.1999999999999,18,3.776471344039
1531,42,679.1999999999999,19,3.9527805022700004
1532,42,679.1999999999999,20,3.7482744865200006
1533,42,679.1999999999999,21,3.059220500585999
1534,42,679.1999999999999,22,2.2765100013479995
1535,42,679.1999999999999,23,3.8146151088069997
1536,42,679.1999999999999,24,3.5693853275820002
1537,42,679.1999999999999,25,3.323309298306001
1538,42,679.1999999999999,26,3.8955444218750004
1539,42,679.1999999999999,27,4.560209100629999
1540,42,679.1999999999999,28,3.9229686196120004
1541,42,679.1999999999999,29,3.4325110670459997
1542,42,679.1999999999999,30,2.8788458210929995
1543,42,679.1999999999999,31,4.8026435494049995
1544,42,679.1999999999999,32,4.096186071923
1545,42,679.1999999999999,33,4.258371958068
1546,42,679.1999999999999,34,3.653322323611
1547,42,679.1999999999999,35,4.366569563448
1548,43,691.05,0,3.0910960875309996
1549,43,691.05,1,5.081388178506
1550,43,691.05,2,3.666501352319001
1551,43,691.05,3,3.8495582519669997
1552,43,691.05,4,3.221635803653
1553,43,691.05,5,3.486584135833
1554,43,691.05,6,4.425155397289
1555,43,691.05,7,4.167346546930999
1556,43,691.05,8,3.6408318704280003
1557,43,691.05,9,5.497036649134
1558,43,691.05,10,4.333228566194001
1559,43,691.05,11,4.604855223947999
1560,43,691.05,12,4.7413750477750005
1561,43,691.05,13,4.234352226649
1562,43,691.05,14,4.846925903543999
1563,43,691.05,15,3.7226152938210006
1564,43,691.05,16,2.960896808081
1565,43,691.05,17,3.3915211418769995
1566,43,691.05,18,4.349389322714999
1567,43,691.05,19,4.482567724197001
1568,43,691.05,20,4.298409082128
1569,43,691.05,21,3.4908514580529997
1570,43,691.05,22,2.6198695826980005
1571,43,691.05,23,4.371053116869999
1572,43,691.05,24,4.092821309014
1573,43,691.05,25,3.8200882693150002
1574,43,691.05,26,4.462410806638
1575,43,691.05,27,5.243346316241
1576,43,691.05,28,4.477450688215
1577,43,691.05,29,3.939605344491001
1578,43,691.05,30,3.275841535967999
1579,43,691.05,31,5.512091418036001
1580,43,691.05,32,4.708478093009001
1581,43,691.05,33,4.859464901232
1582,43,691.05,34,4.189101274872
1583,43,691.05,35,5.026268662218
1584,44,703.5,0,1.572482972825
1585,44,703.5,1,2.571902990226
1586,44,703.5,2,1.838545238275
1587,44,703.5,3,1.9543722713590004
1588,44,703.5,4,1.6282437818210003
1589,44,703.5,5,1.750696747892
1590,44,703.5,6,2.242443010678
1591,44,703.5,7,2.111091744761
1592,44,703.5,8,1.844265348115
1593,44,703.5,9,2.788838699423
1594,44,703.5,10,2.18906523984
1595,44,703.5,11,2.3136603862369998
1596,44,703.5,12,2.3878872836729994
1597,44,703.5,13,2.155323702354
1598,44,703.5,14,2.4634435610949996
1599,44,703.5,15,1.8639521057610002
1600,44,703.5,16,1.488162667445
1601,44,703.5,17,1.7498276899170002
1602,44,703.5,18,2.208470576332
1603,44,703.5,19,2.244508154162
1604,44,703.5,20,2.171527122154
1605,44,703.5,21,1.756019203752
1606,44,703.5,22,1.3300781116060003
1607,44,703.5,23,2.2072750835950004
1608,44,703.5,24,2.0688696532289996
1609,44,703.5,25,1.9374043548680002
1610,44,703.5,26,2.2536826804039998
1611,44,703.5,27,2.660700722916
1612,44,703.5,28,2.2549966532
1613,44,703.5,29,1.9781698652500002
1614,44,703.5,30,1.645864372388
1615,44,703.5,31,2.787016690297
1616,44,703.5,32,2.3861203840709995
1617,44,703.5,33,2.4465219673450003
1618,44,703.5,34,2.1206919550600003
1619,44,703.5,35,2.5438121541289997
1620,45,716.75,0,4.179214243971
1621,45,716.75,1,6.773541679394001
1622,45,716.75,2,4.805972944246001
1623,45,716.75,3,5.166860649997
1624,45,716.75,4,4.292446950163001
1625,45,716.75,5,4.5855993649330005
1626,45,716.75,6,5.921881775208999
1627,45,716.75,7,5.572241940379999
1628,45,716.75,8,4.869060712613001
1629,45,716.75,9,7.3749327078630005
1630,45,716.75,10,5.770472860715
1631,45,716.75,11,6.062891424348
1632,45,716.75,12,6.239719972278
1633,45,716.75,13,5.723161694129999
1634,45,716.75,14,6.525240842856999
1635,45,716.75,15,4.870909819528001
1636,45,716.75,16,3.8867974692750002
1637,45,716.75,17,4.648444488401
1638,45,716.75,18,5.734638242534
1639,45,716.75,19,5.858790616007001
1640,45,716.75,20,5.712147550963001
1641,45,716.75,21,4.604905151091
1642,45,716.75,22,3.531776161291
1643,45,716.75,23,5.807902356234
1644,45,716.75,24,5.546566649529
1645,45,716.75,25,5.124062537091
1646,45,716.75,26,5.936552426446
1647,45,716.75,27,7.031070363604002
1648,45,716.75,28,5.925051239848
1649,45,716.75,29,5.183477936688999
1650,45,716.75,30,4.305412105638
1651,45,716.75,31,7.347321561862999
1652,45,716.75,32,6.306139525805001
1653,45,716.75,33,6.426099490586
1654,45,716.75,34,5.587031186282999
1655,45,716.75,35,6.717398602237
1656,46,727.55,0,1.7159223451899999
1657,46,727.55,1,2.031323935715
1658,46,727.55,2,1.73132160694
1659,46,727.55,3,1.9410908055220002
1660,46,727.55,4,1.4918982298610002
1661,46,727.55,5,1.8661489488499998
1662,46,727.55,6,2.0241017217530004
1663,46,727.55,7,2.025011425577
1664,46,727.55,8,1.6979695721540002
1665,46,727.55,9,1.973194224764
1666,46,727.55,10,1.969690867407
1667,46,727.55,11,2.16402496306
1668,46,727.55,12,1.624369661696
1669,46,727.55,13,1.594496742809
1670,46,727.55,14,1.8926610856269999
1671,46,727.55,15,1.464295697124
1672,46,727.55,16,1.209016643756
1673,46,727.55,17,1.563147402417
1674,46,727.55,18,1.7416805827619999
1675,46,727.55,19,2.10189059469
1676,46,727.55,20,2.0213815965529998
1677,46,727.55,21,1.368198172828
1678,46,727.55,22,1.293180202357
1679,46,727.55,23,1.8670157462690002
1680,46,727.55,24,1.930239629617
1681,46,727.55,25,1.6295379855480001
1682,46,727.55,26,1.9731477963569999
1683,46,727.55,27,2.3802524578580004
1684,46,727.55,28,2.2746275275919996
1685,46,727.55,29,1.6154737477999999
1686,46,727.55,30,1.658955786276
1687,46,727.55,31,2.359663256173
1688,46,727.55,32,2.018999705093
1689,46,727.55,33,2.155281960799
1690,46,727.55,34,1.752676654783
1691,46,727.55,35,2.301088060223
1692,47,738.75,0,4.275241854583
1693,47,738.75,1,5.074172829958
1694,47,738.75,2,4.263421783565001
1695,47,738.75,3,4.824407584767
1696,47,738.75,4,3.7077562214569997
1697,47,738.75,5,4.668497427989
1698,47,738.75,6,5.0194756369619995
1699,47,738.75,7,5.038200954664
1700,47,738.75,8,4.209414299681001
1701,47,738.75,9,4.906610237179
1702,47,738.75,10,4.875644884925
1703,47,738.75,11,5.357314362196
1704,47,738.75,12,4.020971868774001
1705,47,738.75,13,3.9502931603380005
1706,47,738.75,14,4.716189859562
1707,47,738.75,15,3.6262437712589994
1708,47,738.75,16,2.9891554884
1709,47,738.75,17,3.883585285216
1710,47,738.75,18,4.338218510038
1711,47,738.75,19,5.208303525721
1712,47,738.75,20,5.031063650896
1713,47,738.75,21,3.3854754123339994
1714,47,738.75,22,3.214086446369
1715,47,738.75,23,4.636049447155999
1716,47,738.75,24,4.780939731513
1717,47,738.75,25,4.050042254548
1718,47,738.75,26,4.893689654556
1719,47,738.75,27,5.909925070999
1720,47,738.75,28,5.652002860083
1721,47,738.75,29,3.992193455958
1722,47,738.75,30,4.127143931513
1723,47,738.75,31,5.86628400361
1724,47,738.75,32,5.041347914203
1725,47,738.75,33,5.337921662365
1726,47,738.75,34,4.352035828208001
1727,47,738.75,35,5.718438059885999
1728,48,750.9,0,2.700666928035
1729,48,750.9,1,3.216358452536
1730,48,750.9,2,2.681717446209
1731,48,750.9,3,3.041033821515
1732,48,750.9,4,2.338490677767
1733,48,750.9,5,2.939371588147
1734,48,750.9,6,3.160298340149
1735,48,750.9,7,3.1818428124939997
1736,48,750.9,8,2.6497026225869997
1737,48,750.9,9,3.099998460231
1738,48,750.9,10,3.067049404859
1739,48,750.9,11,3.368191849442
1740,48,750.9,12,2.5295124329089997
1741,48,750.9,13,2.4836678191579997
1742,48,750.9,14,2.983356822657
1743,48,750.9,15,2.28306120356
1744,48,750.9,16,1.878086166662
1745,48,750.9,17,2.447497554739
1746,48,750.9,18,2.7458455529170003
1747,48,750.9,19,3.2760663311839995
1748,48,750.9,20,3.178985942248
1749,48,750.9,21,2.129422670265
1750,48,750.9,22,2.0262188528069998
1751,48,750.9,23,2.920919734933
1752,48,750.9,24,3.005083710188
1753,48,750.9,25,2.5580524745920004
1754,48,750.9,26,3.0816107744610006
1755,48,750.9,27,3.725819167984
1756,48,750.9,28,3.567693240443
1757,48,750.9,29,2.5065010839640003
1758,48,750.9,30,2.608182417776
1759,48,750.9,31,3.7004320616219997
1760,48,750.9,32,3.183082517376
1761,48,750.9,33,3.357857530287
1762,48,750.9,34,2.737476916402
1763,48,750.9,35,3.641268553608
1764,49,761.6999999999999,0,6.971682748281
1765,49,761.6999999999999,1,8.320652485065
1766,49,761.6999999999999,2,6.902396819971999
1767,49,761.6999999999999,3,7.842751691779
1768,49,761.6999999999999,4,6.031651170433
1769,49,761.6999999999999,5,7.5649490309209995
1770,49,761.6999999999999,6,8.136475901955999
1771,49,761.6999999999999,7,8.204518967806
1772,49,761.6999999999999,8,6.819714320431
1773,49,761.6999999999999,9,8.002209406072
1774,49,761.6999999999999,10,7.894210956343
1775,49,761.6999999999999,11,8.662510660268
1776,49,761.6999999999999,12,6.505712304092
1777,49,761.6999999999999,13,6.39327451845
1778,49,761.6999999999999,14,7.708453038505
1779,49,761.6999999999999,15,5.875681505845
1780,49,761.6999999999999,16,4.830203794917001
1781,49,761.6999999999999,17,6.309149911811
1782,49,761.6999999999999,18,7.093230540791
1783,49,761.6999999999999,19,8.431208612080999
1784,49,761.6999999999999,20,8.204535804972
1785,49,761.6999999999999,21,5.475380464603999
1786,49,761.6999999999999,22,5.22844387206
1787,49,761.6999999999999,23,7.528423567231
1788,49,761.6999999999999,24,7.73060592429
1789,49,761.6999999999999,25,6.601131297941
1790,49,761.6999999999999,26,7.932919250921999
1791,49,761.6999999999999,27,9.598880631312
1792,49,761.6999999999999,28,9.197923782044999
1793,49,761.6999999999999,29,6.440419587148
1794,49,761.6999999999999,30,6.737519364970999
1795,49,761.6999999999999,31,9.546635609827
1796,49,761.6999999999999,32,8.219012484582002
1797,49,761.6999999999999,33,8.641322351772999
1798,49,761.6999999999999,34,7.04782881965
1799,49,761.6999999999999,35,9.397699535400001
1800,50,768.5999999999999,0,3.2314618118769998
1801,50,768.5999999999999,1,3.857752404525
1802,50,768.5999999999999,2,3.1917356681190006
1803,50,768.5999999999999,3,3.628927353182
1804,50,768.5999999999999,4,2.7920677980620003
1805,50,768.5999999999999,5,3.49710037612
1806,50,768.5999999999999,6,3.763356168203
1807,50,768.5999999999999,7,3.7995067140899996
1808,50,768.5999999999999,8,3.152850016582
1809,50,768.5999999999999,9,3.703953206484
1810,50,768.5999999999999,10,3.651632942547
1811,50,768.5999999999999,11,4.002910926252
1812,50,768.5999999999999,12,3.00731079969
1813,50,768.5999999999999,13,2.956348474445
1814,50,768.5999999999999,14,3.5716596463359997
1815,50,768.5999999999999,15,2.719618206185
1816,50,768.5999999999999,16,2.229272368262
1817,50,768.5999999999999,17,2.919934907055
1818,50,768.5999999999999,18,3.2871440721919996
1819,50,768.5999999999999,19,3.8988695867299996
1820,50,768.5999999999999,20,3.800526697984
1821,50,768.5999999999999,21,2.531962831455
1822,50,768.5999999999999,22,2.419414891571
1823,50,768.5999999999999,23,3.483761392724
1824,50,768.5999999999999,24,3.5726876114530004
1825,50,768.5999999999999,25,3.055899448242
1826,50,768.5999999999999,26,3.669518991333
1827,50,768.5999999999999,27,4.4388069963620005
1828,50,768.5999999999999,28,4.257775031469
1829,50,768.5999999999999,29,2.9739776604220003
1830,50,768.5999999999999,30,3.120460532748
1831,50,768.5999999999999,31,4.417136859949
1832,50,768.5999999999999,32,3.8050027450900004
1833,50,768.5999999999999,33,3.995615201719
1834,50,768.5999999999999,34,3.257536551858
1835,50,768.5999999999999,35,4.351630814868
1836,51,779.3499999999999,0,3.9117570706859994
1837,51,779.3499999999999,1,4.679066275665
1838,51,779.3499999999999,2,3.8563531601720005
1839,51,779.3499999999999,3,4.391301809782
1840,51,779.3499999999999,4,3.362767074307
1841,51,779.3499999999999,5,4.225998862923
1842,51,779.3499999999999,6,4.549190514413
1843,51,779.3499999999999,7,4.598867418395001
1844,51,779.3499999999999,8,3.8117455056979996
1845,51,779.3499999999999,9,4.485789486833
1846,51,779.3499999999999,10,4.4107482619930005
1847,51,779.3499999999999,11,4.837860520257
1848,51,779.3499999999999,12,3.631078597167
1849,51,779.3499999999999,13,3.56957470852
1850,51,779.3499999999999,14,4.330749787204
1851,51,779.3499999999999,15,3.2835715874530003
1852,51,779.3499999999999,16,2.6938503860610004
1853,51,779.3499999999999,17,3.535338436321
1854,51,779.3499999999999,18,3.982790463577
1855,51,779.3499999999999,19,4.711970058935
1856,51,779.3499999999999,20,4.602513251452001
1857,51,779.3499999999999,21,3.0588837389259997
1858,51,779.3499999999999,22,2.926607269256
1859,51,779.3499999999999,23,4.212407575476
1860,51,779.3499999999999,24,4.314931345201
1861,51,779.3499999999999,25,3.6982839518160002
1862,51,779.3499999999999,26,4.4357220143289995
1863,51,779.3499999999999,27,5.369213844847
1864,51,779.3499999999999,28,5.154422595258
1865,51,779.3499999999999,29,3.5902759048550004
1866,51,779.3499999999999,30,3.780607569108
1867,51,779.3499999999999,31,5.347184812306
1868,51,779.3499999999999,32,4.608126756591
1869,51,779.3499999999999,33,4.826846041641
1870,51,779.3499999999999,34,3.9522865031059995
1871,51,779.3499999999999,35,5.268302289403
1872,52,790.9499999999999,0,4.273028633563
1873,52,790.9499999999999,1,4.308631595419
1874,52,790.9499999999999,2,4.539404120642
1875,52,790.9499999999999,3,4.1511732530689995
1876,52,790.9499999999999,4,3.799294163506
1877,52,790.9499999999999,5,4.693199981343
1878,52,790.9499999999999,6,4.864416976427999
1879,52,790.9499999999999,7,4.136594313241
1880,52,790.9499999999999,8,4.590308160039
1881,52,790.9499999999999,9,4.194701552405999
1882,52,790.9499999999999,10,4.789166939875
1883,52,790.9499999999999,11,5.059501023885001
1884,52,790.9499999999999,12,3.642709421036
1885,52,790.9499999999999,13,3.466091025456
1886,52,790.9499999999999,14,3.606648582619
1887,52,790.9499999999999,15,3.962125235126
1888,52,790.9499999999999,16,2.8242099128410003
1889,52,790.9499999999999,17,3.6072901646920004
1890,52,790.9499999999999,18,4.1672234044789995
1891,52,790.9499999999999,19,4.533532440574
1892,52,790.9499999999999,20,4.593011904033
1893,52,790.9499999999999,21,2.766372189325
1894,52,790.9499999999999,22,3.838309807348
1895,52,790.9499999999999,23,4.33852305296
1896,52,790.9499999999999,24,3.937191821341
1897,52,790.9499999999999,25,3.6345010847549997
1898,52,790.9499999999999,26,4.516051380328999
1899,52,790.9499999999999,27,5.423620546618999
1900,52,790.9499999999999,28,5.317551519948
1901,52,790.9499999999999,29,4.263640923423
1902,52,790.9499999999999,30,4.109668218422
1903,52,790.9499999999999,31,4.913253765045001
1904,52,790.9499999999999,32,4.537389336035
1905,52,790.9499999999999,33,4.674719692586
1906,52,790.9499999999999,34,4.159200322917
1907,52,790.9499999999999,35,5.319917463043999
1908,53,800.8499999999999,0,4.850108473654999
1909,53,800.8499999999999,1,4.896695036143
1910,53,800.8499999999999,2,5.154502929854
1911,53,800.8499999999999,3,4.713783570925
1912,53,800.8499999999999,4,4.318046145494001
1913,53,800.8499999999999,5,5.320127956677
1914,53,800.8499999999999,6,5.523760297959
1915,53,800.8499999999999,7,4.698975709011
1916,53,800.8499999999999,8,5.207219951561999
1917,53,800.8499999999999,9,4.7622384776310005
1918,53,800.8499999999999,10,5.438544141612
1919,53,800.8499999999999,11,5.743447912439
1920,53,800.8499999999999,12,4.129839672912
1921,53,800.8499999999999,13,3.9354933065190005
1922,53,800.8499999999999,14,4.097969102733
1923,53,800.8499999999999,15,4.494926147510001
1924,53,800.8499999999999,16,3.2083094791269997
1925,53,800.8499999999999,17,4.085501796778
1926,53,800.8499999999999,18,4.742310480833001
1927,53,800.8499999999999,19,5.1440602287049995
1928,53,800.8499999999999,20,5.215368006249
1929,53,800.8499999999999,21,3.135141957578
1930,53,800.8499999999999,22,4.353727667637
1931,53,800.8499999999999,23,4.931124699456
1932,53,800.8499999999999,24,4.464067767402
1933,53,800.8499999999999,25,4.115431530592
1934,53,800.8499999999999,26,5.131293331829
1935,53,800.8499999999999,27,6.158905267570999
1936,53,800.8499999999999,28,6.039469394295
1937,53,800.8499999999999,29,4.833340046388002
1938,53,800.8499999999999,30,4.668533744433
1939,53,800.8499999999999,31,5.5777239935109995
1940,53,800.8499999999999,32,5.147834366111
1941,53,800.8499999999999,33,5.308075353254001
1942,53,800.8499999999999,34,4.716956394291
1943,53,800.8499999999999,35,6.0367114012180005
1944,54,809.8999999999999,0,6.460725992964998
1945,54,809.8999999999999,1,6.527352502876001
1946,54,809.8999999999999,2,6.864031391232
1947,54,809.8999999999999,3,6.281938308816001
1948,54,809.8999999999999,4,5.751651902913001
1949,54,809.8999999999999,5,7.079143999935
1950,54,809.8999999999999,6,7.359345186741001
1951,54,809.8999999999999,7,6.262225645125
1952,54,809.8999999999999,8,6.93458840697
1953,54,809.8999999999999,9,6.340396529408
1954,54,809.8999999999999,10,7.2462196085390005
1955,54,809.8999999999999,11,7.647066249888001
1956,54,809.8999999999999,12,5.49752738254
1957,54,809.8999999999999,13,5.239983412455
1958,54,809.8999999999999,14,5.460688330801
1959,54,809.8999999999999,15,5.984433712766
1960,54,809.8999999999999,16,4.27000697893
1961,54,809.8999999999999,17,5.431175082455
1962,54,809.8999999999999,18,6.324224517593999
1963,54,809.8999999999999,19,6.848236418847
1964,54,809.8999999999999,20,6.9488700332899995
1965,54,809.8999999999999,21,4.170192965408
1966,54,809.8999999999999,22,5.798164739804999
1967,54,809.8999999999999,23,6.573054405201001
1968,54,809.8999999999999,24,5.936978223074
1969,54,809.8999999999999,25,5.470050880475
1970,54,809.8999999999999,26,6.84171664763
1971,54,809.8999999999999,27,8.204285317427
1972,54,809.8999999999999,28,8.047090564643002
1973,54,809.8999999999999,29,6.430152470861
1974,54,809.8999999999999,30,6.223471542687999
1975,54,809.8999999999999,31,7.428148281577
1976,54,809.8999999999999,32,6.851951137753002
1977,54,809.8999999999999,33,7.069077151510001
1978,54,809.8999999999999,34,6.275680901666
1979,54,809.8999999999999,35,8.116728676742001
1980,55,818.9499999999998,0,2.792368035222
1981,55,818.9499999999998,1,2.8193360688999998
1982,55,818.9499999999998,2,2.9394541505219998
1983,55,818.9499999999998,3,2.715958665824
1984,55,818.9499999999998,4,2.4886604273299997
1985,55,818.9499999999998,5,3.057328105173
1986,55,818.9499999999998,6,3.180359436909
1987,55,818.9499999999998,7,2.707515161802
1988,55,818.9499999999998,8,2.996747954397
1989,55,818.9499999999998,9,2.741513103451
1990,55,818.9499999999998,10,3.1318403290639996
1991,55,818.9499999999998,11,3.304638080628
1992,55,818.9499999999998,12,2.376215688885
1993,55,818.9499999999998,13,2.2683686201369997
1994,55,818.9499999999998,14,2.3583393430569997
1995,55,818.9499999999998,15,2.5876749558439998
1996,55,818.9499999999998,16,1.8468906919959995
1997,55,818.9499999999998,17,2.3440951148319997
1998,55,818.9499999999998,18,2.7364695435280004
1999,55,818.9499999999998,19,2.960227420412
2000,55,818.9499999999998,20,3.0039138090160002
2001,55,818.9499999999998,21,1.800628111906
2002,55,818.9499999999998,22,2.50458444551
2003,55,818.9499999999998,23,2.8435988410860005
2004,55,818.9499999999998,24,2.5637940863799997
2005,55,818.9499999999998,25,2.36051947746
2006,55,818.9499999999998,26,2.9610026551260002
2007,55,818.9499999999998,27,3.547433238291
2008,55,818.9499999999998,28,3.480660871009
2009,55,818.9499999999998,29,2.7771631723989993
2010,55,818.9499999999998,30,2.691531892143
2011,55,818.9499999999998,31,3.230460096671
2012,55,818.9499999999998,32,3.004214271521
2013,55,818.9499999999998,33,3.0558175612780003
2014,55,818.9499999999998,34,2.7105748328219996
2015,55,818.9499999999998,35,3.508922334228
2016,56,827.8999999999999,0,3.3512518024770004
2017,56,827.8999999999999,1,3.3844890357899997
2018,56,827.8999999999999,2,3.525404201112
2019,56,827.8999999999999,3,3.257620701318
2020,56,827.8999999999999,4,2.985110483889
2021,56,827.8999999999999,5,3.663331705154
2022,56,827.8999999999999,6,3.8141797825759998
2023,56,827.8999999999999,7,3.248545396014
2024,56,827.8999999999999,8,3.5914438092429997
2025,56,827.8999999999999,9,3.290989906053
2026,56,827.8999999999999,10,3.756884363693
2027,56,827.8999999999999,11,3.9629509567919996
2028,56,827.8999999999999,12,2.848543971759
2029,56,827.8999999999999,13,2.7229469840360006
2030,56,827.8999999999999,14,2.8276340326129996
2031,56,827.8999999999999,15,3.1045663047099996
2032,56,827.8999999999999,16,2.2148809494459996
2033,56,827.8999999999999,17,2.8067960655549995
2034,56,827.8999999999999,18,3.28942316617
2035,56,827.8999999999999,19,3.5499038946550003
2036,56,827.8999999999999,20,3.604329112789
2037,56,827.8999999999999,21,2.1574975702329997
2038,56,827.8999999999999,22,3.002707215205
2039,56,827.8999999999999,23,3.4129971758920004
2040,56,827.8999999999999,24,3.069158614806
2041,56,827.8999999999999,25,2.826926563503
2042,56,827.8999999999999,26,3.554843510279
2043,56,827.8999999999999,27,4.256440862883
2044,56,827.8999999999999,28,4.175748152637
2045,56,827.8999999999999,29,3.3281643268849996
2046,56,827.8999999999999,30,3.230299993518
2047,56,827.8999999999999,31,3.874312910467
2048,56,827.8999999999999,32,3.600554981144
2049,56,827.8999999999999,33,3.667259683476
2050,56,827.8999999999999,34,3.2484697452409996
2051,56,827.8999999999999,35,4.209130292553
2052,57,835.9999999999999,0,3.716502513562
2053,57,835.9999999999999,1,3.7554501285849997
2054,57,835.9999999999999,2,3.9098950003249997
2055,57,835.9999999999999,3,3.614902113113
2056,57,835.9999999999999,4,3.3118429804219995
2057,57,835.9999999999999,5,4.059490221841
2058,57,835.9999999999999,6,4.230755328412
2059,57,835.9999999999999,7,3.604433856104
2060,57,835.9999999999999,8,3.9823807757869996
2061,57,835.9999999999999,9,3.6490792058619994
2062,57,835.9999999999999,10,4.167965929511
2063,57,835.9999999999999,11,4.394748861261999
2064,57,835.9999999999999,12,3.158361543325
2065,57,835.9999999999999,13,3.018036829056
2066,57,835.9999999999999,14,3.137278793388
2067,57,835.9999999999999,15,3.443430146405
2068,57,835.9999999999999,16,2.4555786566979996
2069,57,835.9999999999999,17,3.1098781256169996
2070,57,835.9999999999999,18,3.651416334909
2071,57,835.9999999999999,19,3.9348583781620006
2072,57,835.9999999999999,20,3.997980535536
2073,57,835.9999999999999,21,2.392379097445
2074,57,835.9999999999999,22,3.329033009142
2075,57,835.9999999999999,23,3.7911107842400003
2076,57,835.9999999999999,24,3.4033219465660003
2077,57,835.9999999999999,25,3.131341249778
2078,57,835.9999999999999,26,3.9454059859909996
2079,57,835.9999999999999,27,4.721521411366
2080,57,835.9999999999999,28,4.632418365422
2081,57,835.9999999999999,29,3.688876627461
2082,57,835.9999999999999,30,3.5846160885119995
2083,57,835.9999999999999,31,4.2974586806640005
2084,57,835.9999999999999,32,3.990572843357
2085,57,835.9999999999999,33,4.06846884537
2086,57,835.9999999999999,34,3.602011303616
2087,57,835.9999999999999,35,4.668157582881001
2088,58,844.0999999999999,0,5.67279497213
2089,58,844.0999999999999,1,4.6915481416430005
2090,58,844.0999999999999,2,5.255878393260001
2091,58,844.0999999999999,3,4.738195658191
2092,58,844.0999999999999,4,4.341262782995001
2093,58,844.0999999999999,5,5.237397795388
2094,58,844.0999999999999,6,5.541797299377
2095,58,844.0999999999999,7,4.702351666822
2096,58,844.0999999999999,8,5.426830505520001
2097,58,844.0999999999999,9,5.320998734174999
2098,58,844.0999999999999,10,5.074222121305
2099,58,844.0999999999999,11,5.689038368503001
2100,58,844.0999999999999,12,4.082785396694
2101,58,844.0999999999999,13,3.5503659962649996
2102,58,844.0999999999999,14,4.425883432205
2103,58,844.0999999999999,15,4.8014983863189995
2104,58,844.0999999999999,16,3.4546423329389997
2105,58,844.0999999999999,17,4.527361402063999
2106,58,844.0999999999999,18,5.455193013773999
2107,58,844.0999999999999,19,4.8257387753300005
2108,58,844.0999999999999,20,5.3411942638820005
2109,58,844.0999999999999,21,3.657187222027
2110,58,844.0999999999999,22,4.678526620035
2111,58,844.0999999999999,23,4.955489563046999
2112,58,844.0999999999999,24,4.068223833172
2113,58,844.0999999999999,25,3.8223868522470004
2114,58,844.0999999999999,26,5.575240279403001
2115,58,844.0999999999999,27,6.007418738824001
2116,58,844.0999999999999,28,5.832540186659999
2117,58,844.0999999999999,29,5.079169994388
2118,58,844.0999999999999,30,4.610062529898
2119,58,844.0999999999999,31,4.889956135967002
2120,58,844.0999999999999,32,4.575141123455
2121,58,844.0999999999999,33,4.731223018684
